5.0000,1.9220,-7.1779,-2.4560,7.0344
143.0000,4.6799,2.6805,1.5880,0.8901
104.0000,8.5725,8.2297,-8.8758,2.3980
132.0000,-2.6756,-1.0209,0.0744,-0.9696
109.0000,-1.7190,-0.9043,2.4492,-1.9412
103.0000,5.6380,5.5526,8.1596,-8.2347
65.0000,2.9573,-8.6506,-1.6175,8.7320
0.0000,4.6620,5.3156,7.5609,-7.7651
64.0000,4.4458,-7.7922,-1.0950,6.5790
33.0000,-3.6602,-0.2804,-2.0662,6.3153
148.0000,3.7999,5.5725,9.1551,-6.4516
42.0000,4.1039,-4.4596,-7.3649,7.9984
117.0000,4.9060,6.4369,7.0223,-6.7418
112.0000,6.9815,6.4445,-8.7137,2.7337
4.0000,8.8531,9.1784,-9.4521,3.0318
67.0000,6.7433,4.2574,3.3105,0.8937
20.0000,6.3191,4.0599,4.4200,3.2293
140.0000,-6.4656,1.5286,-3.4437,6.0990
37.0000,-5.9425,1.2703,-3.1786,5.5360
58.0000,5.0786,-6.9771,-1.1611,7.6233
2.0000,3.0477,-7.9449,-0.9089,6.9377
111.0000,5.4644,-4.2794,-6.4297,7.2032
84.0000,8.0280,8.5484,-8.7503,4.0236
114.0000,-0.6716,-0.3052,-0.5617,-3.8281
131.0000,6.3776,3.8298,1.8343,0.7260
137.0000,-3.7784,-0.4023,-0.3835,6.5088
86.0000,-3.0557,0.8058,-3.3600,5.2090
144.0000,3.4868,-7.4699,-1.5352,6.9016
115.0000,7.2338,7.8226,-9.1021,3.5882
78.0000,4.9038,3.1230,3.1435,2.1966
59.0000,-0.2212,-1.4562,0.6365,-0.8862
94.0000,-1.2609,-0.9633,-1.0663,-0.5222
25.0000,4.0302,-5.4555,-0.4530,6.1519
136.0000,3.3766,-8.1385,-0.6382,6.6179
73.0000,7.0929,6.6826,-10.2137,1.7560
71.0000,4.4549,4.7812,9.9064,-8.0320
90.0000,6.7958,3.1312,2.9642,-0.1837
32.0000,4.0274,4.7388,2.0886,0.9329
124.0000,4.8791,2.7390,4.3554,2.6109
141.0000,2.4607,-7.6895,-0.7542,6.5361
74.0000,4.0627,-3.0223,-5.8905,5.6972
107.0000,3.9538,6.2042,8.0477,-8.4894
24.0000,5.9645,3.9621,7.7011,-6.7693
95.0000,4.5769,-3.1587,-5.5461,7.9420
125.0000,-5.4511,0.9089,-3.4851,7.0612
45.0000,6.4492,7.5372,-10.0512,1.6361
8.0000,8.2773,8.8026,-11.1923,2.7197
38.0000,-0.9581,-0.2462,0.5339,-1.9057
53.0000,2.9245,4.6582,7.9599,-7.6939
40.0000,1.0344,-8.2708,-0.5733,9.0004
51.0000,6.9481,3.1779,2.3238,2.3200
46.0000,5.8819,-2.6663,-4.7705,6.6125
